"NumberOfVehicles","AccidentDate","Time","FirstRoadClass","RoadSurface","LightingConditions","Daylight.Dark","WeatherConditions","TypeOfVehicle","CasualtyClass","CasualtySeverity","SexOfCasualty","AgeOfCasualty"
1,"23/07/2014",1942,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,70
1,"23/07/2014",1500,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,1,13
1,"26/07/2014",1100,"A","dry",1,"Daylight","Fine without high winds",20,3,3,1,89
2,"26/07/2014",930,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,29
2,"26/07/2014",930,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,1,29
2,"27/07/2014",1505,"A","dry",1,"Daylight","Fine without high winds",1,1,3,1,41
2,"28/07/2014",730,"Unclassified","dry",1,"Daylight","Fine without high winds",19,1,3,1,29
2,"29/07/2014",1800,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,69
2,"30/07/2014",1913,"Unclassified","dry",1,"Daylight","Fine without high winds",1,1,3,1,46
1,"02/08/2014",1414,"B","Wet/Damp",1,"Daylight","Fine without high winds",5,1,3,1,44
1,"02/08/2014",1414,"B","Wet/Damp",1,"Daylight","Fine without high winds",5,2,3,2,43
1,"02/08/2014",1453,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,37
1,"02/08/2014",1453,"A","dry",1,"Daylight","Fine without high winds",9,2,3,2,34
1,"03/08/2014",1740,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,1,8
3,"03/08/2014",1823,"A","dry",1,"Daylight","Fine without high winds",1,1,2,2,28
2,"06/08/2014",1050,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,2,3,1,6
2,"06/08/2014",1725,"A","dry",1,"Daylight","Fine without high winds",1,1,3,1,47
1,"06/08/2014",1951,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,2,1,4
1,"07/08/2014",415,"A","dry",4,"Dark","Fine without high winds",9,3,3,1,15
2,"08/08/2014",2136,"Unclassified","dry",4,"Dark","Fine without high winds",2,1,3,1,17
1,"09/08/2014",1230,"A","dry",1,"Daylight","Fine without high winds",9,3,3,2,1
1,"09/08/2014",2050,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,31
1,"09/08/2014",2050,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,2,2,30
2,"09/08/2014",2250,"A","dry",4,"Dark","Fine without high winds",8,2,3,2,15
2,"09/08/2014",2250,"A","dry",4,"Dark","Fine without high winds",3,1,2,1,46
2,"09/08/2014",2250,"A","dry",4,"Dark","Fine without high winds",8,2,3,2,16
2,"10/08/2014",1130,"A","Wet/Damp",1,"Daylight","Fine without high winds",9,1,3,2,41
2,"11/08/2014",1100,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,2,54
2,"11/08/2014",1605,"Unclassified","dry",1,"Daylight","Fine without high winds",1,1,3,1,15
1,"11/08/2014",2208,"B","Wet/Damp",4,"Dark","Raining without high winds",2,1,2,1,60
2,"12/08/2014",2158,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,1,3,1,21
2,"12/08/2014",2158,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,2,3,1,30
2,"12/08/2014",2158,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,1,3,1,25
2,"15/08/2014",1607,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,38
2,"15/08/2014",1607,"A","dry",1,"Daylight","Fine without high winds",9,2,3,1,15
3,"16/08/2014",1315,"B","dry",1,"Daylight","Fine without high winds",19,1,3,1,48
2,"17/08/2014",1200,"A","dry",1,"Daylight","Fine without high winds",1,1,3,1,82
2,"15/08/2014",1200,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",90,1,3,1,51
2,"19/08/2014",700,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,39
2,"22/08/2014",1105,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,2,26
2,"22/08/2014",1515,"A","Wet/Damp",1,"Daylight","Raining without high winds",1,1,3,1,49
2,"22/08/2014",800,"A","dry",1,"Daylight","Fine without high winds",3,1,3,1,31
2,"24/08/2014",1805,"A","dry",1,"Daylight","Fine without high winds",1,1,2,1,39
1,"25/08/2014",735,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,1,2,1,34
1,"26/08/2014",1330,"B","dry",1,"Daylight","Fine without high winds",9,3,3,2,33
2,"27/08/2014",1229,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,2,25
1,"28/08/2014",800,"A","dry",1,"Daylight","Raining without high winds",9,1,3,2,29
1,"28/08/2014",800,"A","dry",1,"Daylight","Raining without high winds",9,2,3,2,24
2,"31/08/2014",1740,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,2,21
2,"31/08/2014",1740,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,2,13
2,"01/09/2014",2100,"Unclassified","dry",4,"Dark","Fine without high winds",9,1,3,2,25
2,"02/09/2014",1000,"Unclassified","dry",1,"Daylight","Fine without high winds",19,1,3,2,53
1,"03/09/2014",1130,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,54
2,"04/09/2014",2052,"Unclassified","dry",4,"Dark","Fine without high winds",9,1,3,2,42
1,"05/09/2014",415,"A","dry",4,"Dark","Fine without high winds",9,3,3,1,19
3,"08/09/2014",1405,"Unclassified","dry",1,"Daylight","Fine without high winds",90,1,3,2,66
1,"08/09/2014",840,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,2,53
2,"08/09/2014",1610,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,55
2,"08/09/2014",1924,"Unclassified","dry",1,"Daylight","Fine without high winds",1,1,2,1,45
3,"09/09/2014",820,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,1,6
1,"10/09/2014",1537,"A","dry",1,"Daylight","Fine without high winds",9,3,3,1,10
2,"11/09/2014",1535,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,2,12
2,"11/09/2014",1535,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,2,11
3,"11/09/2014",2350,"Unclassified","dry",4,"Dark","Fine without high winds",9,1,3,1,25
2,"12/09/2014",820,"A","dry",1,"Daylight","Fine without high winds",9,2,3,2,38
2,"14/09/2014",308,"Unclassified","dry",4,"Dark","Fine without high winds",8,2,3,1,43
2,"14/09/2014",308,"Unclassified","dry",4,"Dark","Fine without high winds",8,2,2,2,40
2,"14/09/2014",308,"Unclassified","dry",4,"Dark","Fine without high winds",8,1,2,1,54
3,"14/09/2014",1940,"Unclassified","dry",4,"Dark","Fine without high winds",9,3,3,1,78
1,"15/09/2014",948,"A","Wet/Damp",1,"Daylight","Fine without high winds",9,1,3,1,24
1,"16/09/2014",927,"A","dry",1,"Daylight","Fine without high winds",11,3,2,2,45
2,"16/09/2014",1934,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,2,40
2,"16/09/2014",1934,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,2,9
1,"18/09/2014",910,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,1,36
2,"19/09/2014",2110,"A","Wet/Damp",4,"Dark","Snowing without high winds",3,1,2,1,26
2,"21/09/2014",959,"A","dry",1,"Daylight","Fine without high winds",1,1,3,1,54
1,"23/09/2014",1650,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,1,6
2,"24/09/2014",1800,"B","dry",1,"Daylight","Fine without high winds",1,1,3,1,21
2,"26/09/2014",1400,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,1,52
2,"26/09/2014",1400,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,2,1,79
2,"26/09/2014",1400,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,2,2,78
2,"26/09/2014",1400,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,51
2,"26/09/2014",1535,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,1,11
2,"26/09/2014",1545,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,29
1,"26/09/2014",1710,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,2,1,2
2,"28/09/2014",2012,"A","dry",4,"Dark","Fine without high winds",9,1,3,1,66
2,"29/09/2014",629,"Unclassified","dry",4,"Dark","Fine without high winds",1,1,2,1,48
7,"30/09/2014",1346,"motorway","dry",1,"Daylight","Fine without high winds",9,2,3,1,60
7,"30/09/2014",1346,"motorway","dry",1,"Daylight","Fine without high winds",9,1,3,1,28
7,"30/09/2014",1346,"motorway","dry",1,"Daylight","Fine without high winds",9,1,3,1,20
7,"30/09/2014",1346,"motorway","dry",1,"Daylight","Fine without high winds",9,1,3,1,64
7,"30/09/2014",1346,"motorway","dry",1,"Daylight","Fine without high winds",21,1,3,1,42
7,"30/09/2014",1346,"motorway","dry",1,"Daylight","Fine without high winds",9,1,3,1,39
7,"30/09/2014",1346,"motorway","dry",1,"Daylight","Fine without high winds",9,1,3,1,19
7,"30/09/2014",1346,"motorway","dry",1,"Daylight","Fine without high winds",9,2,3,1,24
7,"30/09/2014",1346,"motorway","dry",1,"Daylight","Fine without high winds",9,2,3,1,41
7,"30/09/2014",1346,"motorway","dry",1,"Daylight","Fine without high winds",9,2,3,1,17
1,"04/10/2014",1205,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",9,3,3,2,57
2,"30/09/2014",1413,"A","dry",1,"Daylight","Fine without high winds",1,1,3,1,35
2,"30/09/2014",1805,"A","dry",1,"Daylight","Fine without high winds",1,1,2,1,57
2,"01/10/2014",1214,"A","dry",1,"Daylight","Fine without high winds",19,1,2,1,43
2,"02/10/2014",720,"A","dry",1,"Daylight","Fine without high winds",5,2,3,1,25
2,"02/10/2014",720,"A","dry",1,"Daylight","Fine without high winds",5,1,2,1,22
2,"02/10/2014",838,"Unclassified","dry",1,"Daylight","Fine without high winds",1,1,3,1,12
1,"03/10/2014",810,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,1,43
1,"06/10/2014",1525,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",9,3,3,2,10
3,"07/10/2014",707,"Unclassified","Wet/Damp",1,"Daylight","Fog or mist - if hazard",9,1,3,1,17
3,"07/10/2014",707,"Unclassified","Wet/Damp",1,"Daylight","Fog or mist - if hazard",9,1,3,2,62
2,"07/10/2014",707,"A","Wet/Damp",1,"Daylight","Fog or mist - if hazard",4,1,3,1,41
2,"07/10/2014",1640,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,2,43
3,"09/10/2014",2335,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,1,63
1,"09/10/2014",1805,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,1,6
2,"10/10/2014",910,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,2,32
2,"11/10/2014",2345,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,2,3,2,30
1,"14/10/2014",820,"A","dry",1,"Daylight","Fine without high winds",11,3,2,2,12
1,"14/10/2014",1650,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",9,3,3,2,11
2,"16/10/2014",640,"B","Wet/Damp",4,"Dark","Fine without high winds",9,1,3,1,41
1,"17/10/2014",855,"B","dry",1,"Daylight","Fine without high winds",9,3,3,1,33
2,"17/10/2014",1112,"A","dry",1,"Daylight","Fine without high winds",5,1,3,1,21
2,"17/10/2014",1612,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,23
1,"18/10/2014",243,"A","Wet/Damp",4,"Dark","Raining without high winds",9,2,3,2,14
1,"18/10/2014",243,"A","Wet/Damp",4,"Dark","Raining without high winds",9,2,3,2,16
1,"18/10/2014",1750,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,2,2,4
1,"18/10/2014",1804,"A","dry",4,"Dark","Fine without high winds",9,3,2,2,8
2,"19/10/2014",1245,"A","dry",1,"Daylight","Fine without high winds",1,1,3,1,23
1,"20/10/2014",702,"A","Wet/Damp",1,"Daylight","Fine without high winds",9,1,3,2,21
2,"21/10/2014",1623,"Unclassified","Wet/Damp",1,"Daylight","Raining with high winds",3,1,3,1,18
2,"22/10/2014",1500,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,27
3,"23/10/2014",1935,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,3,1,1,63
2,"23/10/2014",2150,"A","dry",7,"Dark","Fine without high winds",1,1,3,1,25
2,"24/10/2014",1850,"Unclassified","dry",4,"Dark","Fine without high winds",9,1,3,1,33
2,"24/10/2014",2020,"A","Wet/Damp",4,"Dark","Fine without high winds",9,1,3,2,49
2,"24/10/2014",2020,"A","Wet/Damp",4,"Dark","Fine without high winds",9,2,3,2,62
2,"25/10/2014",2255,"A","dry",4,"Dark","Fine without high winds",9,1,3,2,56
2,"25/10/2014",2255,"A","dry",4,"Dark","Fine without high winds",9,1,3,1,23
1,"26/10/2014",454,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,1,2,1,22
2,"27/10/2014",2140,"A","dry",4,"Dark","Fine without high winds",2,1,2,1,17
2,"29/10/2014",2002,"A","Wet/Damp",4,"Dark","Fine without high winds",9,1,3,1,31
2,"29/10/2014",2002,"A","Wet/Damp",4,"Dark","Fine without high winds",9,2,3,1,41
2,"29/10/2014",2002,"A","Wet/Damp",4,"Dark","Fine without high winds",9,2,3,1,34
2,"29/10/2014",2002,"A","Wet/Damp",4,"Dark","Fine without high winds",9,1,3,1,72
2,"02/11/2014",1400,"A","dry",1,"Daylight","Fine without high winds",1,1,3,1,49
1,"03/11/2014",725,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",19,2,2,1,53
1,"03/11/2014",725,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",19,2,3,1,25
1,"03/11/2014",725,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",19,1,3,1,48
1,"03/11/2014",1530,"A","dry",1,"Daylight","Fine without high winds",9,3,3,2,57
2,"03/11/2014",700,"motorway","dry",1,"Daylight","Fine without high winds",9,1,3,1,19
2,"03/11/2014",2315,"A","Wet/Damp",7,"Dark","Fine without high winds",9,2,3,2,21
2,"04/11/2014",1345,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,2,37
2,"04/11/2014",1031,"A","dry",1,"Daylight","Fine without high winds",9,2,3,2,60
2,"04/11/2014",1730,"A","dry",4,"Dark","Fine without high winds",3,1,3,1,18
1,"05/11/2014",1115,"A","dry",1,"Daylight","Fine without high winds",9,1,2,2,21
1,"05/11/2014",1115,"A","dry",1,"Daylight","Fine without high winds",9,2,3,1,22
1,"05/11/2014",1745,"A","dry",4,"Dark","Fine without high winds",1,1,3,1,40
2,"05/11/2014",2100,"Unclassified","dry",1,"Daylight","Fine without high winds",2,1,3,2,33
1,"06/11/2014",1540,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,2,11
2,"07/11/2014",800,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,1,19
2,"07/11/2014",800,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,1,58
2,"07/11/2014",800,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",9,2,3,1,14
2,"07/11/2014",2040,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,1,3,2,37
2,"08/11/2014",1430,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",2,1,3,1,18
1,"07/10/2014",1335,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,1,67
1,"09/11/2014",1740,"Unclassified","dry",4,"Dark","Fine without high winds",9,3,3,1,46
2,"09/11/2014",1840,"A","Wet/Damp",4,"Dark","Fine without high winds",9,2,3,1,7
2,"09/11/2014",1840,"A","Wet/Damp",4,"Dark","Fine without high winds",9,2,3,2,21
2,"09/11/2014",1840,"A","Wet/Damp",4,"Dark","Fine without high winds",9,2,3,2,2
2,"09/11/2014",1840,"A","Wet/Damp",4,"Dark","Fine without high winds",9,2,3,2,32
2,"09/11/2014",1840,"A","Wet/Damp",4,"Dark","Fine without high winds",9,1,3,1,42
2,"09/11/2014",1840,"A","Wet/Damp",4,"Dark","Fine without high winds",9,2,3,2,20
2,"09/11/2014",1840,"A","Wet/Damp",4,"Dark","Fine without high winds",9,2,2,1,11
2,"10/11/2014",1300,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,43
2,"10/11/2014",1640,"A","Wet/Damp",4,"Dark","Raining without high winds",9,1,3,2,31
2,"11/11/2014",1840,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,48
2,"11/11/2014",1840,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,1,17
2,"13/11/2014",730,"A","Wet/Damp",1,"Daylight","Fine without high winds",5,1,3,2,43
2,"13/11/2014",1630,"Unclassified","dry",1,"Daylight","Fine without high winds",1,1,3,1,27
2,"14/11/2014",1700,"motorway","Wet/Damp",7,"Dark","Fine without high winds",9,1,3,2,22
2,"17/11/2014",1205,"A","dry",1,"Daylight","Fine without high winds",9,2,3,2,36
2,"17/11/2014",1205,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,78
2,"17/11/2014",1309,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,77
2,"17/11/2014",1309,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,2,70
4,"17/11/2014",1745,"A","Wet/Damp",4,"Dark","Fine without high winds",9,1,3,1,21
1,"18/11/2014",1445,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",9,1,3,2,30
2,"19/11/2014",700,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",8,2,3,1,28
2,"19/11/2014",700,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,2,3,2,24
2,"19/11/2014",700,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",8,2,3,2,26
2,"19/11/2014",740,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",3,1,2,1,18
2,"21/11/2014",1339,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,34
2,"21/11/2014",1750,"A","Wet/Damp",4,"Dark","Raining without high winds",5,1,3,1,22
2,"23/11/2014",1404,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,2,1,20
1,"24/11/2014",1530,"A","dry",1,"Daylight","Fine without high winds",9,3,3,1,30
2,"24/11/2014",1655,"Unclassified","Wet/Damp",4,"Dark","Unknown",4,1,3,1,34
2,"25/11/2014",1630,"A","dry",4,"Dark","Fine without high winds",9,1,3,2,20
2,"25/11/2014",1630,"A","dry",4,"Dark","Fine without high winds",9,1,3,1,22
1,"26/11/2014",1248,"Unclassified","dry",1,"Daylight","Fine without high winds",19,3,3,1,89
1,"27/11/2014",640,"Unclassified","Wet/Damp",4,"Dark","Fog or mist - if hazard",9,3,2,2,19
2,"28/11/2014",1024,"motorway","Wet/Damp",1,"Daylight","Fog or mist - if hazard",9,2,3,2,26
2,"28/11/2014",1024,"motorway","Wet/Damp",1,"Daylight","Fog or mist - if hazard",9,2,3,2,23
2,"28/11/2014",1024,"motorway","Wet/Damp",1,"Daylight","Fog or mist - if hazard",9,2,3,1,48
2,"28/11/2014",1024,"motorway","Wet/Damp",1,"Daylight","Fog or mist - if hazard",9,1,3,1,42
2,"28/11/2014",1024,"motorway","Wet/Damp",1,"Daylight","Fog or mist - if hazard",19,1,3,1,55
2,"28/11/2014",1550,"Unclassified","Wet/Damp",1,"Daylight","Fog or mist - if hazard",9,1,3,2,55
2,"28/11/2014",1545,"Unclassified","Wet/Damp",1,"Daylight","Fog or mist - if hazard",8,1,3,1,59
2,"28/11/2014",1630,"Unclassified","Wet/Damp",4,"Dark","Raining without high winds",9,2,3,2,42
2,"28/11/2014",1630,"Unclassified","Wet/Damp",4,"Dark","Raining without high winds",9,2,3,2,20
2,"28/11/2014",1630,"Unclassified","Wet/Damp",4,"Dark","Raining without high winds",9,2,3,1,18
2,"30/11/2014",850,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,78
2,"30/11/2014",850,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,59
1,"01/11/2014",1320,"A","Wet/Damp",1,"Daylight","Fine without high winds",5,1,2,1,34
2,"02/12/2014",855,"Unclassified","dry",1,"Daylight","Fine without high winds",5,1,3,1,38
1,"03/12/2014",1105,"Unclassified","dry",1,"Daylight","Fine without high winds",21,3,3,2,60
1,"03/12/2014",1205,"Unclassified","dry",1,"Daylight","Fine without high winds",11,3,2,2,67
1,"03/12/2014",1650,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,3,2,1,79
1,"05/12/2014",850,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,2,38
6,"08/12/2014",1332,"A","Wet/Damp",1,"Daylight","Fine without high winds",9,1,3,1,75
6,"08/12/2014",1332,"A","Wet/Damp",1,"Daylight","Fine without high winds",9,2,3,1,75
1,"08/12/2014",1700,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,3,2,1,20
2,"08/12/2014",1927,"A","Wet/Damp",4,"Dark","Fine without high winds",5,1,2,1,25
3,"09/12/2014",1945,"Unclassified","Wet/Damp",4,"Dark","Raining with high winds",20,1,2,2,32
2,"05/12/2014",1930,"A","Wet/Damp",4,"Dark","Raining with high winds",1,1,2,1,44
1,"11/12/2014",2245,"motorway","Snow",4,"Dark","Raining without high winds",9,1,3,2,29
2,"11/12/2014",2311,"A","Wet/Damp",4,"Dark","Raining without high winds",9,1,3,1,46
2,"11/12/2014",2311,"A","Wet/Damp",4,"Dark","Raining without high winds",9,1,3,2,29
1,"12/12/2014",1319,"A","Wet/Damp",1,"Daylight","Raining without high winds",4,3,2,2,80
1,"12/12/2014",1319,"A","Wet/Damp",1,"Daylight","Raining without high winds",4,2,3,2,41
2,"14/12/2014",800,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,2,28
1,"16/12/2014",1413,"A","dry",1,"Daylight","Fine without high winds",19,3,2,1,58
2,"16/12/2014",1653,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",1,1,2,1,36
2,"16/12/2014",2105,"motorway","Wet/Damp",4,"Dark","Raining with high winds",9,1,3,1,19
2,"16/12/2014",2105,"motorway","Wet/Damp",4,"Dark","Raining with high winds",9,1,3,1,44
2,"16/12/2014",2105,"motorway","Wet/Damp",4,"Dark","Raining with high winds",9,2,3,2,32
2,"16/12/2014",2105,"motorway","Wet/Damp",4,"Dark","Raining with high winds",9,2,3,2,19
2,"17/12/2014",650,"Unclassified","Wet/Damp",4,"Dark","Raining without high winds",3,1,3,1,24
2,"17/12/2014",800,"A","Wet/Damp",4,"Dark","Raining without high winds",3,1,3,1,22
2,"17/12/2014",1555,"Unclassified","Wet/Damp",5,"Dark","Raining without high winds",3,1,3,1,31
2,"18/12/2014",1345,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,2,57
2,"18/12/2014",1345,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,2,24
2,"18/12/2014",2030,"motorway","Flood(surface water over 3cm deep)",4,"Dark","Raining with high winds",9,1,3,2,23
1,"19/12/2014",1730,"Unclassified","Wet/Damp",4,"Dark","Raining with high winds",9,3,3,2,26
2,"19/12/2014",1955,"A","Wet/Damp",4,"Dark","Raining with high winds",11,1,3,1,44
2,"19/12/2014",2120,"A","Wet/Damp",4,"Dark","Raining without high winds",9,1,3,1,30
1,"21/12/2014",1158,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",9,3,3,2,10
1,"22/12/2014",1015,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",21,1,3,1,37
2,"22/12/2014",1215,"A","Wet/Damp",1,"Daylight","Fine with high winds",9,1,3,1,34
2,"22/12/2014",1200,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,32
1,"18/12/2014",1730,"Unclassified","Wet/Damp",4,"Dark","Raining with high winds",9,3,3,1,68
2,"23/12/2014",1535,"A","Wet/Damp",4,"Dark","Raining with high winds",9,1,3,2,74
2,"23/12/2014",1535,"A","Wet/Damp",4,"Dark","Raining with high winds",9,2,3,1,81
2,"24/12/2014",1120,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,64
2,"24/12/2014",1340,"A","Wet/Damp",1,"Daylight","Raining without high winds",8,1,3,1,42
2,"24/12/2014",1340,"A","Wet/Damp",1,"Daylight","Raining without high winds",8,2,3,1,56
2,"24/12/2014",1340,"A","Wet/Damp",1,"Daylight","Raining without high winds",8,2,3,2,53
2,"24/12/2014",2116,"Unclassified","dry",4,"Dark","Fine without high winds",9,1,3,1,25
2,"24/12/2014",2116,"Unclassified","dry",4,"Dark","Fine without high winds",9,2,3,1,24
3,"25/12/2014",1625,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,2,3,1,21
3,"25/12/2014",1625,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,1,3,1,52
3,"25/12/2014",1625,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,2,3,2,66
3,"25/12/2014",1625,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,1,3,1,21
1,"27/12/2014",515,"motorway","Snow",4,"Dark","Snowing without high winds",9,1,3,1,32
3,"26/12/2014",1347,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",9,2,3,1,24
3,"26/12/2014",1347,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",9,2,3,1,25
3,"26/12/2014",1347,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",9,1,3,2,29
1,"26/12/2014",2225,"Unclassified","Wet/Damp",4,"Dark","Unknown",9,3,3,2,53
4,"30/12/2014",1341,"A","Wet/Damp",1,"Daylight","Fine without high winds",9,1,3,2,39
4,"30/12/2014",1341,"A","Wet/Damp",1,"Daylight","Fine without high winds",9,1,3,1,25
1,"30/12/2014",1535,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",9,3,3,1,5
2,"31/12/2014",1800,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,1,2,2,34
2,"31/12/2014",1800,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,2,2,1,34
